销售价格,卧室数,浴室数,居住面积,土地面积,楼层数,视野,成色,建筑设计水平,建筑年份,纬度,经度,附近15间房屋平均居住面积,附近15间房屋平均土地面积,每间卧室平均浴室数,有无地下室,距最近优质啤酒厂的距离,距医院的交通距离,销售年份,销售季度,是否位于西雅图,最近一次翻新距今年份,是否邻近海岸
522500,2,2.25,1430,1210,2,0,3,8,2005,47.6765,-122.301,1430,1016,0.888888889,有,2.77,0.063014133,2014,Q3,是,9,否
400000,3,2.5,2393,4788,2,0,3,8,2012,47.4517,-122.204,2439,5477,1.2,无,12.38,0.444468731,2014,Q3,否,2,否
543000,3,2.25,1240,949,3,0,3,8,2008,47.6488,-122.334,1310,1140,1.333333333,无,0.49,0.048977782,2014,Q2,是,6,是
549995,4,3.5,2970,6587,2,0,3,8,2014,47.4776,-122.122,2970,5690,1.142857143,有,13.16,0.437399093,2014,Q3,否,0,否
327555,3,2.5,2329,5720,2,0,3,8,2010,47.362,-122.2,2197,5720,1.2,无,18.21,0.503535928,2015,Q1,否,5,否
690000,5,3.25,3340,9075,2,0,3,8,2005,47.5446,-121.88,2770,6646,1.538461538,有,21.11,0.418648795,2015,Q2,否,10,否
673000,4,2.25,2580,2875,2,0,3,9,2015,47.5674,-122.392,1290,5750,1.777777778,无,3.75,0.296996983,2015,Q1,是,0,否
384435,3,2.5,2029,3906,2,0,3,9,2014,47.341,-122.18,2029,3920,1.2,无,19.89,0.503535928,2014,Q3,否,0,否
780000,4,2.75,3430,6500,2,0,3,9,2006,47.7079,-122.106,3070,6802,1.454545455,有,11.84,0.13224325,2014,Q3,否,8,否
1380000,5,3.75,3330,5042,2,2,3,9,2014,47.6497,-122.339,1780,3990,1.333333333,有,0.26,0.05527142,2014,Q4,是,0,是
950968,5,3.5,3220,5081,2,0,3,8,2013,47.7048,-122.111,2970,5753,1.428571429,无,11.55,0.13224325,2015,Q1,否,2,否
334950,2,2.25,1240,750,2,0,3,7,2008,47.5322,-122.073,1240,750,0.888888889,有,12.83,0.415300639,2015,Q1,否,7,否
489000,3,3.5,1500,1249,2,0,3,8,2004,47.6727,-122.373,1440,1850,0.857142857,有,0.5,0.130463786,2014,Q2,是,10,否
600000,3,3,3530,8345,2,0,3,10,2006,47.7338,-122.234,1940,9600,1,无,7.79,0.275708061,2015,Q2,否,9,否
282000,3,2.25,1260,915,2,0,3,8,2007,47.555,-122.363,1260,1056,1.333333333,有,4,0.27731007,2014,Q3,是,7,否
442000,4,4,4168,8485,2,0,3,10,2007,47.3029,-122.387,4362,8100,1,有,21.42,0.508931224,2014,Q3,否,7,否
220000,2,1.5,1030,2850,2,0,3,7,1995,47.3845,-122.039,1030,3000,1.333333333,无,20.54,0.437399093,2015,Q2,否,20,否
489000,3,2.5,3080,5598,2,0,3,8,2006,47.4372,-122.206,3080,5303,1.2,无,13.25,0.487751915,2015,Q1,否,9,否
250000,3,1.5,1072,4339,2,0,3,7,2009,47.386,-122.162,1443,4341,2,无,17.33,0.503535928,2014,Q4,否,5,否
484259,4,2.75,2790,5000,2,0,3,8,2014,47.4831,-121.773,2620,5527,1.454545455,无,27.12,0.437399093,2014,Q3,否,0,否
450000,3,2.5,1800,4357,2,0,3,8,2013,47.5337,-121.841,1800,3663,1.2,无,23.06,0.418648795,2015,Q2,否,2,否
299000,2,1.5,830,1276,2,0,3,7,2005,47.6175,-122.297,1540,1484,1.333333333,无,1.14,0.082327606,2014,Q4,是,9,否
450000,3,2.5,2280,4557,2,0,3,8,2010,47.7733,-122.266,2070,4610,1.2,无,8.98,0.313363362,2014,Q4,否,4,否
585000,4,3,2110,1286,2,0,3,9,2007,47.5444,-122.014,2000,1286,1.333333333,有,15.07,0.415300639,2015,Q1,否,8,否
660000,3,2.25,1570,1680,3,0,3,8,2014,47.6585,-122.348,1290,1870,1.333333333,无,0.66,0.070998533,2014,Q4,是,0,否
301500,2,1.5,830,1333,2,0,3,7,2005,47.5506,-122.381,1120,4822,1.333333333,无,4.53,0.309705011,2014,Q2,是,9,否
949950,4,3.75,4120,8258,2,0,3,10,2012,47.5872,-122.055,3730,8332,1.066666667,无,12.52,0.240961112,2014,Q3,否,2,否
759990,4,2.5,2540,5760,2,0,3,9,2009,47.5405,-121.993,2580,3600,1.6,无,16.09,0.418648795,2014,Q4,否,5,否
355000,4,2.75,2050,4000,2,0,3,8,2014,47.3522,-122.275,2050,4000,1.454545455,无,18.12,0.501579779,2015,Q1,否,1,否
889950,4,2.75,3080,7242,2,0,3,9,2014,47.6948,-122.178,3010,7205,1.454545455,无,8.38,0.128667689,2014,Q3,否,0,否
629800,3,2.5,2390,1984,2,0,3,8,2008,47.5405,-122.027,2150,1984,1.2,有,14.59,0.415300639,2014,Q3,否,6,否
745000,4,2.5,3170,5100,2,0,3,9,2012,47.5187,-122.208,1580,5100,1.6,无,8.35,0.393844328,2015,Q2,否,3,是
379900,2,1.5,1240,1331,2,0,3,7,2007,47.5959,-122.298,1250,1431,1.333333333,有,1.56,0.131303915,2014,Q4,是,7,否
335000,3,2.5,1090,1139,2,0,3,8,2009,47.5664,-122.369,1400,1348,1.2,有,3.31,0.260911259,2014,Q4,是,5,否
809000,5,4.5,4630,6324,2,0,3,9,2006,47.5382,-121.86,4420,6790,1.111111111,有,22.12,0.418648795,2014,Q2,否,8,否
569950,4,2.5,3230,5899,2,0,3,8,2012,47.515,-121.869,2720,5899,1.6,无,22.15,0.431098359,2014,Q3,否,2,否
723000,4,3.5,3510,9263,2,0,3,10,2001,47.5413,-121.877,3690,10417,1.142857143,无,21.3,0.418648795,2014,Q3,否,13,否
282000,4,2.5,1785,2552,2,0,3,8,2009,47.3582,-122.2,1691,2700,1.6,无,18.46,0.503535928,2014,Q4,否,5,否
569900,5,3.25,2360,3873,2,0,3,8,2006,47.5635,-122.299,1720,3071,1.538461538,有,3.54,0.202246933,2014,Q4,是,8,否
385000,4,2,2340,9716,1,0,3,7,2009,47.4842,-122.347,1180,13500,2,无,8.8,0.414028653,2015,Q1,是,6,否
420000,3,2.25,1620,1075,3,0,3,8,2009,47.5405,-122.026,1620,1237,1.333333333,有,14.63,0.415300639,2014,Q3,否,5,否
1210000,4,3.5,3590,5335,2,2,3,9,2006,47.6762,-122.267,2100,6250,1.142857143,有,4.07,0.096670782,2014,Q3,是,8,否
292000,4,3,1984,4460,2,0,3,7,2012,47.3532,-122.211,2095,3402,1.333333333,无,18.64,0.503535928,2014,Q4,否,2,否
645000,3,2.25,1640,1023,3,0,3,8,2014,47.6636,-122.319,1720,1960,1.333333333,无,1.55,0.041092667,2015,Q1,是,1,否
304500,4,2,1350,942,3,0,3,7,2008,47.5394,-122.026,1390,942,2,无,14.66,0.415598912,2015,Q1,否,7,否
489500,4,3.5,2730,5707,2,0,3,8,2011,47.7327,-121.965,2430,5899,1.142857143,有,18.53,0.13224325,2015,Q2,否,4,否
390000,2,1,962,1992,2,0,3,7,2012,47.6911,-122.313,1130,1992,2,无,3.25,0.095574479,2015,Q1,是,3,否
815000,4,3.5,3040,4006,2,0,3,8,2013,47.5439,-122.011,2050,4000,1.142857143,有,15.22,0.415300639,2014,Q4,否,1,否
331210,4,2.5,2240,4800,2,0,3,8,2014,47.2911,-122.266,2240,5040,1.6,无,22.36,0.501579779,2015,Q2,否,1,否
245000,3,1.5,1260,1270,2,0,3,7,2005,47.7111,-122.331,1260,1472,2,有,3.72,0.158029465,2014,Q2,是,9,否
465000,5,4,3210,7200,2,0,3,8,2011,47.7329,-121.966,2750,7200,1.25,有,18.5,0.13224325,2014,Q3,否,3,否
580000,3,2.5,1620,1171,3,4,3,8,2008,47.6681,-122.355,1620,1505,1.2,有,0.87,0.101095766,2014,Q3,是,6,否
540000,3,2,1580,1972,2.5,2,3,8,2007,47.5903,-122.386,1500,1908,1.5,有,2.41,0.31254028,2015,Q2,是,8,是
399000,3,2.5,1430,1250,3,0,3,7,2007,47.6904,-122.342,1360,1269,1.2,无,2.26,0.11651055,2014,Q4,是,7,否
328000,4,2.5,1850,5388,2,0,3,8,2009,47.3494,-122.041,2140,5086,1.6,无,22.4,0.437399093,2014,Q3,否,5,否
701000,4,2.5,3340,5314,2,0,3,10,2010,47.5167,-121.885,3220,5500,1.6,无,21.41,0.418648795,2015,Q2,否,5,否
408000,3,2.75,2670,4800,2,0,3,8,2014,47.3483,-122.042,2340,5000,1.090909091,无,22.44,0.437399093,2014,Q4,否,0,否
445000,3,2.5,1550,930,2,0,3,8,2006,47.5857,-122.314,1550,1301,1.2,有,1.89,0.162765682,2014,Q3,是,8,否
672500,4,2.5,3470,6651,2,0,3,9,2005,47.5426,-121.879,2730,6179,1.6,无,21.19,0.418648795,2014,Q4,否,9,否
538000,3,2.5,3010,7014,2,0,3,8,2009,47.4949,-122.149,3030,6180,1.2,无,11.42,0.418648795,2014,Q3,否,5,否
450000,5,3.5,3931,9497,2,0,3,10,2014,47.3008,-122.386,3510,9497,1.428571429,有,21.56,0.508931224,2014,Q3,否,0,否
362500,3,2.5,1800,2700,2,0,3,8,2011,47.5458,-122.369,1380,1200,1.2,无,4.68,0.311234316,2014,Q2,是,3,否
414950,3,2.5,1570,1551,3,0,3,8,2008,47.6961,-122.341,1570,1705,1.2,无,2.6,0.137648203,2014,Q4,是,6,否
679950,3,2.5,2230,3939,2,0,3,8,2014,47.73,-122.335,2230,4200,1.2,无,4.81,0.198909869,2015,Q1,是,1,否
290000,4,2.5,2423,7292,2,0,3,8,2005,47.3227,-122.37,2495,7489,1.6,无,19.99,0.507470721,2014,Q4,否,9,否
230000,3,2,1160,1174,2,0,3,7,2007,47.5225,-122.357,1160,994,1.5,有,6.18,0.348352791,2014,Q4,是,7,否
439950,2,2,1440,4666,1,0,3,8,2010,47.709,-122.019,1510,4595,1,无,15.55,0.13224325,2015,Q1,否,5,否
349900,4,2.5,2052,3723,2,0,3,8,2014,47.2824,-122.295,2052,5250,1.6,无,22.85,0.501579779,2014,Q2,否,0,否
550000,5,2.5,2780,9272,2,0,3,8,2014,47.5168,-122.378,1150,8460,2,无,6.73,0.381054218,2014,Q4,是,0,否
1050000,4,4.25,3720,5750,2,2,3,9,2006,47.5632,-122.399,2550,5750,0.941176471,有,4.18,0.310473397,2015,Q2,是,9,否
655000,2,2.25,1460,1851,2,0,3,9,2014,47.6461,-122.362,1800,4269,0.888888889,有,0.85,0.101645309,2015,Q1,是,1,否
385000,3,3.5,1370,1540,2,0,3,8,2006,47.5638,-122.388,1370,915,0.857142857,有,3.86,0.292827112,2014,Q4,是,8,否
523950,3,2.25,1420,1282,3,0,3,8,2006,47.6533,-122.346,1530,1280,1.333333333,无,0.29,0.065686792,2014,Q2,是,8,否
369000,2,2.5,980,895,2,0,3,8,2009,47.5874,-122.386,980,899,0.8,有,2.53,0.306096927,2014,Q2,是,5,否
509900,3,2.5,1790,2700,2,0,3,8,2010,47.564,-122.093,1890,3078,1.2,无,11.14,0.240961112,2014,Q2,否,4,否
282000,3,2.5,2010,5399,2,0,3,7,2006,47.3338,-122.052,2280,5141,1.2,无,23,0.437399093,2014,Q3,否,8,否
387865,3,2.5,2370,4200,2,0,3,8,2014,47.3696,-122.018,2370,4200,1.2,无,21.96,0.437399093,2014,Q3,否,0,否
385000,4,2.5,2560,6238,2,0,3,8,2007,47.4899,-122.255,2560,6240,1.6,无,9.02,0.383026835,2014,Q4,是,7,否
536000,3,2.5,1900,6224,2,0,3,7,2005,47.5941,-122.004,2260,5450,1.2,无,14.83,0.240961112,2014,Q2,否,9,否
395000,2,2.25,1350,1493,2,0,3,8,2007,47.5421,-122.388,1250,1202,0.888888889,有,5.2,0.331959643,2014,Q2,是,7,否
545000,4,2.75,2650,6717,2,0,3,10,2014,47.4947,-122.171,2740,7923,1.454545455,无,10.73,0.418648795,2014,Q4,否,0,否
715000,4,2.5,3020,7035,2,4,3,9,2001,47.5344,-121.874,3020,6771,1.6,无,21.55,0.418648795,2015,Q2,否,14,否
348000,3,2.5,1500,2255,2,0,3,7,2005,47.5538,-121.997,1440,2040,1.2,无,15.65,0.415300639,2014,Q3,否,9,否
455000,3,1.75,1320,1014,3,0,3,9,2015,47.6047,-122.305,1380,1495,1.714285714,无,0.9,0.109195816,2014,Q3,是,-1,否
575000,4,2.75,3120,7644,2,0,3,10,2010,47.5156,-121.884,2980,6050,1.454545455,无,21.47,0.431032417,2014,Q2,否,4,否
449950,3,2.25,1540,1270,3,0,3,7,2014,47.6935,-122.341,1230,1454,1.333333333,无,2.46,0.123052714,2014,Q4,是,0,否
364000,3,2.5,1800,2790,2,0,3,8,2011,47.5455,-122.371,1580,2036,1.2,无,4.72,0.31220421,2014,Q2,是,3,否
932990,4,2.5,3640,6389,2,0,3,9,2014,47.7049,-122.123,3570,6303,1.6,无,11.03,0.13224325,2014,Q4,否,0,否
710000,3,2.5,2440,4153,2,0,3,9,2003,47.665,-122.087,2030,4143,1.2,无,11.48,0.13224325,2014,Q2,否,11,否
949990,4,4,3970,7314,2,0,3,9,2014,47.6173,-122.056,3560,5258,1,无,12.35,0.13224325,2015,Q1,否,1,否
326989,3,2.5,2060,4200,2,0,3,8,2014,47.3706,-122.017,2370,4200,1.2,无,21.94,0.437399093,2014,Q3,否,0,否
335606,3,2.5,2538,4600,2,0,3,8,2013,47.2584,-122.196,2570,4800,1.2,无,25.16,0.503535928,2014,Q3,否,1,否
299950,3,2.5,1320,3150,2,0,3,7,2005,47.5328,-122.282,1390,1725,1.2,无,5.8,0.274618116,2014,Q4,是,9,否
962000,4,2.75,3340,5700,2,0,3,11,2013,47.5059,-122.146,3340,6940,1.454545455,无,10.99,0.418648795,2014,Q4,否,1,否
395825,2,2.5,1590,1679,2,0,3,8,2012,47.5449,-122.011,1590,1680,0.8,无,15.2,0.415300639,2014,Q3,否,2,否
419354,5,2.75,2710,4500,2,0,3,8,2014,47.3547,-122.062,2710,4626,1.818181818,无,21.54,0.437399093,2014,Q4,否,0,否
920000,4,2.75,3140,7258,2,1,3,10,2006,47.7064,-122.232,2990,13600,1.454545455,无,6.57,0.128667689,2014,Q3,否,8,否
366000,3,2.25,1445,1028,2,0,3,7,2005,47.5339,-122.067,1445,1377,1.333333333,有,13.03,0.415300639,2014,Q3,否,9,否
480000,4,2.5,2430,5000,2,0,3,7,2009,47.515,-121.873,2430,5441,1.6,无,21.98,0.431085171,2014,Q2,否,5,否
388000,3,3.25,1370,915,2,0,3,8,2006,47.5639,-122.388,1370,1146,0.923076923,有,3.85,0.292604748,2014,Q4,是,8,否
730000,3,2.5,1860,1290,2,0,3,9,2010,47.6179,-122.301,1710,1525,1.2,有,0.97,0.078069078,2015,Q1,是,5,否
950000,5,3.75,5330,6000,2,2,3,10,2006,47.5401,-122.073,4420,5797,1.333333333,有,12.6,0.393844328,2014,Q2,否,8,否
358990,3,3.25,1710,2171,2,0,3,7,2014,47.5434,-122.368,1380,1300,0.923076923,有,4.83,0.315825397,2014,Q3,是,0,否
398651,4,2.5,2650,4120,2,0,3,8,2014,47.5019,-122.34,2030,3768,1.6,无,7.58,0.365339744,2014,Q4,是,0,否
530000,4,2.5,2590,7891,2,0,3,9,2006,47.5055,-122.194,1400,7891,1.6,无,9.47,0.40160766,2014,Q4,否,8,否
610360,4,2.5,2610,5562,2,0,3,9,2013,47.5137,-122.169,2720,7400,1.6,无,9.84,0.393844328,2014,Q3,否,1,否
436110,3,2.5,1770,1235,3,0,3,8,2007,47.6965,-122.342,1680,1203,1.2,有,2.6,0.1305289,2014,Q2,是,7,否
925000,4,2.75,3730,8014,2,0,3,10,2012,47.6036,-122.059,3670,8279,1.454545455,无,12.22,0.13224325,2014,Q2,否,2,否
449950,4,2.5,2420,5244,2,0,3,9,2007,47.4729,-122.35,1400,5250,1.6,无,9.59,0.443037602,2015,Q1,是,8,否
760000,4,2.5,3330,7399,2,0,3,9,2009,47.679,-122.153,2640,8601,1.6,无,9.05,0.13224325,2014,Q2,否,5,否
293000,3,2.25,1910,3481,2,0,3,8,2009,47.4293,-122.188,1714,3177,1.333333333,无,14.1,0.444468731,2014,Q3,否,5,否
695000,2,2.5,2170,7665,1,2,3,8,2013,47.7112,-122.019,2300,7100,0.8,无,15.62,0.13224325,2015,Q1,否,2,否
285000,3,2.5,2437,5136,2,0,3,7,2011,47.3517,-122.21,2437,4614,1.2,无,18.76,0.503535928,2014,Q2,否,3,否
379900,3,2.5,1800,2791,2,0,3,8,2011,47.5442,-122.371,1580,2617,1.2,无,4.81,0.314804122,2014,Q3,是,3,否
472000,5,2.5,2570,7412,2,0,3,8,2006,47.7265,-121.957,2890,8056,2,无,18.69,0.13224325,2015,Q2,否,9,否
300000,4,2.5,2090,5195,2,0,3,7,2007,47.3986,-122.166,2090,5236,1.6,无,16.46,0.503535928,2014,Q3,否,7,否
272000,4,2.5,2789,3960,2,0,3,7,2007,47.3059,-122.28,2547,3960,1.6,无,21.28,0.501579779,2014,Q4,否,7,否
418395,4,2.5,2906,5893,2,0,3,9,2014,47.2599,-122.192,2680,4950,1.6,无,25.1,0.503535928,2014,Q4,否,0,否
465000,5,2.5,2550,6405,2,0,3,7,2008,47.5191,-121.869,2190,5900,2,无,22.07,0.418648795,2014,Q4,否,6,否
659950,4,2.75,3550,9400,2,0,3,9,2014,47.4827,-122.131,3550,9421,1.454545455,无,12.61,0.437399093,2014,Q3,否,0,否
484950,3,2.25,1590,926,3,0,3,8,2014,47.5402,-122.387,1640,1321,1.333333333,无,5.31,0.33544053,2015,Q1,是,1,否
359000,3,2.25,1950,1968,2,0,4,7,1979,47.5179,-122.195,1950,1968,1.333333333,有,8.79,0.393844328,2015,Q2,否,36,否
519000,4,2.5,3250,4500,2,0,3,8,2009,47.4944,-122.149,3030,4518,1.6,无,11.44,0.418648795,2014,Q2,否,5,否
535000,4,2.75,3070,7201,2,0,3,9,2006,47.4897,-122.147,2880,8364,1.454545455,无,11.74,0.43099285,2014,Q2,否,8,否
622950,4,3.25,3030,7644,2,0,3,8,2006,47.5457,-121.881,3400,6908,1.230769231,有,21.05,0.418648795,2015,Q2,否,9,否
515000,3,2.5,2610,5845,2,0,3,8,2005,47.4821,-122.142,2810,5000,1.2,无,12.29,0.437399093,2014,Q3,否,9,否
330000,4,3.5,3150,6202,2,0,3,7,2005,47.3993,-122.162,2950,5940,1.142857143,无,16.5,0.503535928,2014,Q2,否,9,否
318000,3,1.5,1240,983,3,0,3,8,2009,47.7235,-122.353,1240,1026,2,无,4.12,0.202871162,2015,Q1,是,6,否
439000,3,2.5,1680,2801,2,0,3,7,2011,47.745,-122.181,1920,2723,1.2,无,10.1,0.275708061,2014,Q4,否,3,否
540000,3,2.5,2220,5279,2,0,3,8,2006,47.5132,-122.387,1610,5297,1.2,无,7.07,0.401546917,2015,Q1,是,9,否
435000,4,2.5,3100,4699,2,0,3,9,2010,47.3785,-122.023,2450,5130,1.6,无,21.34,0.437399093,2015,Q1,否,5,否
1100000,4,2.75,3590,5625,2,0,3,10,2012,47.6959,-122.133,3590,5625,1.454545455,无,10.38,0.13224325,2014,Q4,否,2,否
293467,4,2,1590,942,3,0,3,7,2008,47.54,-122.026,1390,942,2,无,14.65,0.415300639,2015,Q1,否,7,否
328000,3,2.5,2242,4800,2,0,3,8,2013,47.2581,-122.2,2009,4800,1.2,无,25.14,0.503535928,2015,Q2,否,2,否
550000,3,3.5,2490,3582,2,0,3,8,2005,47.5338,-122.067,1445,1590,0.857142857,有,13.04,0.415300639,2014,Q3,否,9,否
649000,3,2,1530,1442,3,0,3,9,2015,47.6692,-122.372,1620,1456,1.5,无,0.27,0.122545832,2015,Q2,是,0,否
435000,4,2.5,2150,3143,2,0,3,7,2010,47.5048,-122.154,2640,3200,1.6,无,10.77,0.418648795,2014,Q3,否,4,否
625000,3,2.5,2440,4800,2,0,3,10,2014,47.5595,-122.365,1180,5480,1.2,无,3.72,0.270408205,2014,Q2,是,0,否
415000,3,1.5,1270,1483,3,0,3,8,2007,47.6987,-122.317,1270,1413,2,无,3.49,0.116005516,2015,Q2,是,8,否
400000,3,2.25,1450,4706,2,0,3,7,2009,47.761,-122.232,1490,4667,1.333333333,无,9.33,0.275708061,2014,Q2,否,5,否
979000,3,2.5,2690,4047,3,0,3,10,2014,47.6797,-122.385,2040,5000,1.2,无,1.13,0.162360883,2014,Q2,是,0,否
625250,4,2.5,2755,4831,2,0,3,7,2003,47.685,-122.039,2510,4831,1.6,无,14.05,0.13224325,2015,Q1,否,12,否
665000,4,3.5,2650,3474,2,0,3,8,2011,47.5377,-122.046,2330,3474,1.142857143,有,13.83,0.415300639,2014,Q3,否,3,否
589500,3,3.25,2310,3075,2,0,3,8,2005,47.5644,-122.383,2310,3075,0.923076923,有,3.71,0.2833308,2014,Q2,是,9,否
437000,2,3,1460,1452,2,0,3,8,2007,47.5224,-122.39,1460,1452,0.666666667,有,6.51,0.379459162,2015,Q1,是,8,是
320000,3,1,1400,9000,1,0,5,7,1959,47.5022,-122.145,1440,8400,3,无,11.2,0.418648795,2014,Q4,否,55,否
333500,3,2.5,2196,7475,2,0,3,8,2006,47.3803,-122.204,1860,6755,1.2,无,16.95,0.503535928,2015,Q1,否,9,否
430000,3,2.25,2020,2750,2,0,3,8,2008,47.5633,-122.297,1720,1546,1.333333333,有,3.58,0.202973742,2014,Q4,是,6,否
995500,5,4.5,4280,8465,2,0,3,10,2014,47.7325,-122.165,2990,11067,1.111111111,无,10.16,0.128667689,2014,Q3,否,0,否
427874,3,3,2340,5002,2,0,3,8,2013,47.4831,-121.773,2790,5375,1,无,27.12,0.437399093,2014,Q2,否,1,否
334990,4,2.5,2220,4228,2,0,3,8,2014,47.5014,-122.341,2220,4157,1.6,无,7.62,0.367779641,2014,Q2,是,0,否
909500,4,4,4420,5940,2,0,3,10,2006,47.5397,-122.072,4510,5797,1,有,12.66,0.393844328,2015,Q1,否,9,否
210000,3,2,1580,4961,2,0,3,7,2006,47.3338,-122.053,2280,5000,1.5,无,22.98,0.437399093,2015,Q1,否,9,否
952990,4,2.75,3550,6558,2,0,3,9,2013,47.7076,-122.115,3140,5617,1.454545455,无,11.44,0.13224325,2015,Q1,否,2,否
622500,2,1.75,1510,851,3,0,3,8,2013,47.6536,-122.358,1300,1338,1.142857143,有,0.7,0.082755687,2015,Q1,是,2,是
515000,3,3.5,1360,1419,2,0,3,8,2007,47.6697,-122.371,1560,1977,0.857142857,有,0.31,0.121262054,2014,Q2,是,7,否
310000,1,1.5,1120,912,3,0,3,7,2011,47.5924,-122.299,1380,3200,0.666666667,无,1.72,0.138149046,2014,Q4,是,3,否
700000,4,3.5,4490,5099,2,0,3,9,2006,47.5394,-121.861,4290,5537,1.142857143,有,22.06,0.418648795,2014,Q2,否,8,否
907687,4,2.5,3560,6786,2,0,3,9,2014,47.5756,-122.071,3560,5886,1.6,有,11.93,0.240961112,2014,Q3,否,0,是
741500,2,2.5,2150,5760,1,0,3,8,2010,47.7094,-122.018,1640,4680,0.8,无,15.61,0.13224325,2014,Q3,否,4,否
395000,3,2.5,2130,5088,2,0,3,8,2011,47.7329,-121.976,2130,5762,1.2,有,18.08,0.13224325,2014,Q3,否,3,否
559950,5,2.75,2990,6370,2,0,3,8,2014,47.4853,-122.154,2730,5740,1.818181818,无,11.75,0.43161272,2015,Q1,否,1,否
215000,4,2.5,1847,8000,2,0,3,7,2008,47.2872,-122.257,1847,8000,1.6,无,22.68,0.501579779,2014,Q3,否,6,否
390000,4,2.5,2610,7227,2,0,3,9,2011,47.314,-122.023,2630,7421,1.6,无,24.9,0.437399093,2015,Q1,否,4,否
1330000,4,3.5,3440,9776,2,0,3,10,2006,47.5374,-122.216,2400,11000,1.142857143,无,7.13,0.286032432,2015,Q2,否,9,是
695000,4,3.5,3510,9364,2,0,3,10,2001,47.54,-121.876,3510,9161,1.142857143,无,21.37,0.418648795,2014,Q2,否,13,否
545000,3,2.5,1740,1279,3,0,3,8,2008,47.589,-122.387,1740,1280,1.2,无,2.5,0.311494886,2015,Q1,是,7,否
389950,4,2.5,2240,5500,2,0,3,8,2013,47.496,-122.169,700,5500,1.6,无,10.73,0.418648795,2014,Q3,否,1,否
380000,3,2.25,1550,1485,3,0,3,8,2011,47.6989,-122.346,1550,1480,1.333333333,无,2.64,0.138456279,2015,Q1,是,4,否
288790,4,2,1390,745,3,0,3,7,2008,47.5401,-122.026,1390,942,2,无,14.64,0.415300639,2014,Q4,否,6,否
432500,3,3,2500,6000,2,0,3,8,2012,47.4408,-122.161,2130,6000,1,无,14.02,0.437399093,2015,Q2,否,3,否
615000,3,3.5,2710,3326,2,0,3,8,2005,47.5371,-122.073,2280,2738,0.857142857,有,12.69,0.415300639,2014,Q4,否,9,否
500000,3,2.5,1720,3012,2,0,3,9,2011,47.7312,-122.334,1720,7658,1.2,无,4.9,0.20040849,2014,Q3,是,3,否
615000,3,2.25,1760,1146,3,0,3,9,2014,47.6073,-122.304,1346,3472,1.333333333,无,0.85,0.102225459,2014,Q2,是,0,否
500000,4,2.25,2270,8196,1,0,5,7,1963,47.7214,-122.227,1920,10122,1.777777778,有,7.41,0.128667689,2014,Q3,否,51,否
622000,3,3.5,1690,1765,2,0,3,8,2006,47.6536,-122.34,1690,1694,0.857142857,有,0.37,0.056797558,2014,Q4,是,8,否
802945,5,3.5,4000,9234,2,0,3,9,2015,47.5265,-121.887,3690,6600,1.428571429,无,21.11,0.418648795,2015,Q2,否,0,否
1260000,4,2.5,2880,9003,2,0,3,10,2008,47.6844,-122.199,2640,8126,1.6,无,7.21,0.128667689,2014,Q3,否,6,否
598950,3,2.5,1480,1531,3,0,3,8,2014,47.669,-122.402,1530,1321,1.2,无,0.8,0.163040117,2015,Q1,是,1,是
430000,3,2.5,1950,4949,2,0,3,7,2009,47.5155,-121.87,2200,5740,1.2,无,22.1,0.431085171,2015,Q1,否,6,否
515000,4,2.75,2700,5150,2,0,3,9,2009,47.5209,-121.874,2700,5747,1.454545455,无,21.81,0.418648795,2014,Q4,否,5,否
1260000,2,3,2210,3917,2,0,3,10,2008,47.6166,-122.291,1720,3933,0.666666667,有,1.39,0.0881618,2014,Q3,是,6,否
400000,4,3.5,2370,3692,2.5,0,3,8,2013,47.5044,-122.17,2520,5425,1.142857143,无,10.27,0.415300639,2014,Q2,否,1,否
390000,3,2.5,1310,1254,2,0,3,7,2007,47.5622,-122.384,1310,1372,1.2,有,3.86,0.287985853,2015,Q2,是,8,否
450000,3,2.5,2410,4293,2,0,3,7,2007,47.5196,-121.869,2190,5900,1.2,无,22.06,0.418648795,2014,Q4,否,7,否
804995,5,1.5,3360,5402,2,0,3,9,2014,47.6067,-122.053,3360,5415,3.333333333,无,12.49,0.13224325,2014,Q2,否,0,否
825000,4,3.25,3040,4155,2,0,3,8,2013,47.5429,-122.012,2680,4000,1.230769231,有,15.2,0.415575955,2015,Q1,否,2,否
435000,4,2.25,2140,6355,2,0,3,7,2002,47.5367,-121.88,2480,5746,1.777777778,无,21.24,0.418648795,2014,Q2,否,12,否
398000,3,2.5,1720,1715,2,0,3,7,2004,47.5481,-122.384,1610,1626,1.2,有,4.75,0.314607069,2014,Q2,是,10,否
411605,4,2.5,2658,3960,2,0,3,9,2014,47.2603,-122.194,2578,4200,1.6,无,25.06,0.503535928,2014,Q2,否,0,否
315000,3,3.25,1480,983,2,0,3,8,2013,47.5555,-122.363,1330,1062,0.923076923,有,3.96,0.276198261,2014,Q4,是,1,否
455000,2,2,1350,1209,3,0,3,8,2013,47.649,-122.383,1310,982,1,无,0.87,0.137043331,2014,Q4,是,1,否
452950,3,2.5,1150,1194,2,0,3,8,2006,47.6684,-122.365,1450,1714,1.2,有,0.44,0.11030781,2015,Q2,是,9,否
380000,3,1.75,1690,1468,2,0,3,8,2008,47.563,-122.297,1690,1936,1.714285714,有,3.6,0.203968227,2014,Q2,是,6,否
